"GEOID","NAME","vacancy_totalE","vacancy_totalM","for_rentE","for_rentM","rented_not_occE","rented_not_occM","for_saleE","for_saleM","sold_not_occE","sold_not_occM","seasonal_rec_occaisionalE","seasonal_rec_occaisionalM","migrant_workerE","migrant_workerM","other_vacantE","other_vacantM"
"13034","ZCTA5 13034",293,78,0,12,7,10,10,13,19,27,188,60,0,12,69,47
"13036","ZCTA5 13036",423,163,23,36,0,17,54,49,0,17,80,61,0,17,266,138
"13041","ZCTA5 13041",264,132,123,99,0,19,13,20,15,22,35,55,0,19,78,71
"13057","ZCTA5 13057",520,163,113,84,0,19,86,81,25,39,30,46,0,19,266,130
"13061","ZCTA5 13061",344,95,6,10,0,12,0,12,23,28,244,76,0,12,71,46
"13066","ZCTA5 13066",254,151,91,101,0,19,42,57,0,19,30,40,0,19,91,91
"13082","ZCTA5 13082",186,117,0,12,19,30,69,78,0,12,0,12,0,12,98,91
"13111","ZCTA5 13111",106,79,0,12,0,12,33,53,0,12,63,59,0,12,10,15
"13752","ZCTA5 13752",349,80,0,12,0,12,8,12,0,12,319,76,0,12,22,18
"13755","ZCTA5 13755",451,89,7,11,0,12,0,12,7,12,376,90,0,12,61,41
"13777","ZCTA5 13777",69,33,20,28,0,12,0,12,11,18,0,12,0,12,38,30
"13786","ZCTA5 13786",172,49,0,12,0,12,0,12,0,12,139,44,0,12,33,23
"13787","ZCTA5 13787",419,194,0,12,0,12,64,96,0,12,172,124,0,12,183,140
"10282","ZCTA5 10282",481,194,196,122,0,17,0,17,79,88,52,68,0,17,154,148
"10301","ZCTA5 10301",2051,312,592,198,100,67,213,92,156,87,132,74,0,25,858,264
"10307","ZCTA5 10307",215,120,72,85,0,19,32,52,0,19,18,30,0,19,93,68
"10460","ZCTA5 10460",1046,237,300,139,74,56,45,37,46,42,0,28,0,28,581,162
"10465","ZCTA5 10465",883,211,201,87,0,25,221,141,108,73,43,34,0,25,310,129
"10470","ZCTA5 10470",297,106,171,81,22,36,0,19,0,19,0,19,0,19,104,53
"10471","ZCTA5 10471",794,237,212,130,143,121,30,34,125,108,69,54,0,22,215,123
"10503","ZCTA5 10503",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10522","ZCTA5 10522",179,118,87,95,29,46,31,50,0,19,11,17,0,19,21,22
"10543","ZCTA5 10543",306,151,41,53,0,22,109,87,40,63,6,9,0,22,110,96
"10006","ZCTA5 10006",600,196,79,76,118,103,0,12,39,63,248,147,0,12,116,106
"10012","ZCTA5 10012",2030,390,372,166,245,182,43,68,44,69,693,257,0,22,633,249
"10013","ZCTA5 10013",2321,411,436,186,143,92,80,84,172,134,878,279,0,22,612,209
"10014","ZCTA5 10014",3248,544,569,231,199,126,138,145,144,145,1027,335,0,25,1171,437
"12466","ZCTA5 12466",64,54,0,12,0,12,0,12,0,12,31,38,0,12,33,39
"12468","ZCTA5 12468",392,76,0,12,0,12,27,18,0,12,343,72,0,12,22,18
"12469","ZCTA5 12469",351,71,0,12,0,12,23,23,0,12,296,70,0,12,32,25
"12474","ZCTA5 12474",445,92,41,38,15,24,4,7,0,12,354,87,0,12,31,33
"12480","ZCTA5 12480",310,109,0,12,0,12,28,39,0,12,232,98,0,12,50,55
"12487","ZCTA5 12487",121,113,0,12,0,12,0,12,0,12,35,55,0,12,86,82
"12496","ZCTA5 12496",1709,132,42,27,0,12,51,36,19,25,1557,129,0,12,40,27
"12501","ZCTA5 12501",131,88,0,12,52,57,0,12,0,12,56,57,0,12,23,39
"12502","ZCTA5 12502",342,77,0,12,0,12,9,14,0,12,218,61,0,12,115,62
"12543","ZCTA5 12543",174,72,28,30,13,22,45,38,0,12,0,12,0,12,88,60
"12548","ZCTA5 12548",52,50,0,12,0,12,0,12,0,12,19,30,22,36,11,17
"12550","ZCTA5 12550",3105,392,463,138,99,87,438,173,275,119,129,101,0,28,1701,319
"12561","ZCTA5 12561",882,212,195,102,102,78,204,131,34,56,179,127,9,15,159,108
"12566","ZCTA5 12566",457,202,26,42,0,19,22,33,147,138,166,122,0,19,96,107
"10023","ZCTA5 10023",7064,970,744,278,226,184,276,174,196,221,3919,848,0,28,1703,573
"10024","ZCTA5 10024",6056,822,1156,316,233,199,306,199,395,277,2667,656,0,28,1299,433
"10032","ZCTA5 10032",1543,357,440,211,131,117,32,51,34,58,261,166,0,28,645,234
"10112","ZCTA5 10112",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10152","ZCTA5 10152",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10177","ZCTA5 10177",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10306","ZCTA5 10306",1560,355,276,161,14,24,393,196,137,106,72,97,0,28,668,175
"10461","ZCTA5 10461",1295,322,345,137,140,104,60,95,63,69,143,101,0,25,544,176
"10504","ZCTA5 10504",285,113,0,17,0,17,28,42,94,80,75,50,0,17,88,74
"10511","ZCTA5 10511",229,81,14,22,0,12,28,30,11,17,117,61,0,12,59,42
"10512","ZCTA5 10512",898,233,74,89,35,52,83,70,67,77,483,191,0,22,156,103
"10528","ZCTA5 10528",92,113,35,56,0,19,57,79,0,19,0,19,0,19,0,19
"10530","ZCTA5 10530",319,160,44,68,6,9,36,40,25,40,137,112,0,19,71,76
"10598","ZCTA5 10598",821,263,22,33,98,108,186,135,68,66,116,104,0,22,331,198
"10705","ZCTA5 10705",1181,278,676,242,63,76,67,62,0,25,81,66,0,25,294,143
"10709","ZCTA5 10709",221,115,23,36,0,17,76,70,28,45,0,17,0,17,94,75
"10931","ZCTA5 10931",54,37,6,9,5,8,5,8,14,13,6,9,0,12,18,28
"10963","ZCTA5 10963",194,92,22,20,0,12,11,12,7,13,49,39,0,12,105,86
"10970","ZCTA5 10970",210,136,13,22,54,87,42,67,0,19,55,71,0,19,46,55
"10985","ZCTA5 10985",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10990","ZCTA5 10990",378,181,47,76,0,22,83,73,0,22,172,127,0,22,76,84
"10588","ZCTA5 10588",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10703","ZCTA5 10703",559,162,310,129,31,49,33,37,39,44,14,23,0,22,132,82
"10708","ZCTA5 10708",711,201,85,79,0,22,146,89,84,62,157,103,0,22,239,136
"10923","ZCTA5 10923",65,76,42,67,0,17,0,17,0,17,0,17,0,17,23,36
"10926","ZCTA5 10926",120,63,14,22,0,12,0,12,15,24,7,12,0,12,84,59
"10956","ZCTA5 10956",433,151,79,69,0,25,129,84,48,52,37,44,0,25,140,87
"10965","ZCTA5 10965",381,166,18,31,33,52,73,91,0,19,32,39,0,19,225,116
"10993","ZCTA5 10993",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10172","ZCTA5 10172",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"10305","ZCTA5 10305",1471,278,385,134,59,54,230,121,76,66,132,89,0,25,589,187
"10314","ZCTA5 10314",2043,383,345,149,0,28,592,250,171,115,281,152,0,28,654,177
"10451","ZCTA5 10451",684,220,365,147,55,61,84,90,26,41,0,25,0,25,154,99
"10463","ZCTA5 10463",1269,248,356,135,50,60,146,106,181,85,152,84,0,28,384,170
"10475","ZCTA5 10475",239,145,0,25,0,25,140,119,22,37,0,25,0,25,77,76
"10502","ZCTA5 10502",49,48,25,40,0,17,24,34,0,17,0,17,0,17,0,17
"10562","ZCTA5 10562",864,247,100,81,61,75,274,129,56,54,144,100,0,25,229,111
"10510","ZCTA5 10510",259,105,35,44,0,19,27,29,43,46,97,78,0,19,57,55
"10524","ZCTA5 10524",275,80,0,12,6,9,23,30,0,12,135,62,0,12,111,61
"10532","ZCTA5 10532",48,47,34,41,0,12,0,12,0,12,0,12,0,12,14,23
"10579","ZCTA5 10579",614,181,0,17,22,36,0,17,0,17,457,173,0,17,135,115
"10453","ZCTA5 10453",975,212,356,140,48,42,34,58,78,61,8,12,22,33,429,127
"10454","ZCTA5 10454",712,168,328,141,104,95,81,55,38,46,12,21,23,36,126,69
"10455","ZCTA5 10455",695,193,320,114,33,37,32,36,0,25,62,62,0,25,248,124
"10458","ZCTA5 10458",1855,316,681,177,152,110,125,88,46,53,41,50,0,28,810,188
"13790","ZCTA5 13790",1174,221,209,105,59,59,33,42,0,19,36,48,0,19,837,196
"13797","ZCTA5 13797",79,49,0,12,0,12,27,29,17,20,0,12,18,29,17,19
"13849","ZCTA5 13849",587,124,37,37,0,12,22,24,0,12,350,107,0,12,178,79
"13859","ZCTA5 13859",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13456","ZCTA5 13456",76,53,29,44,0,12,0,12,0,12,0,12,0,12,47,56
"13468","ZCTA5 13468",57,36,0,12,0,12,0,12,0,12,10,16,0,12,47,32
"13630","ZCTA5 13630",90,52,15,25,0,12,0,12,0,12,25,28,0,12,50,41
"13501","ZCTA5 13501",3358,326,805,204,177,89,161,73,108,76,215,120,0,25,1892,252
"13603","ZCTA5 13603",367,143,295,127,52,58,0,17,0,17,0,17,0,17,20,31
"13668","ZCTA5 13668",204,77,21,20,0,12,8,13,0,12,86,64,0,12,89,55
"13670","ZCTA5 13670",172,50,0,12,0,12,0,12,0,12,130,42,0,12,42,30
"13691","ZCTA5 13691",844,118,27,26,0,12,32,30,54,37,545,107,0,12,186,69
"13693","ZCTA5 13693",1001,120,0,12,0,12,0,12,16,25,959,127,0,12,26,29
"13748","ZCTA5 13748",208,144,56,87,0,12,16,25,0,12,88,99,0,12,48,76
"12580","ZCTA5 12580",168,95,22,35,0,12,0,12,24,38,113,74,0,12,9,14
"12603","ZCTA5 12603",1158,314,228,157,0,25,265,145,231,146,116,113,0,25,318,137
"12067","ZCTA5 12067",39,51,0,12,0,12,0,12,32,50,0,12,0,12,7,12
"12134","ZCTA5 12134",1439,124,4,5,2,4,36,35,0,12,1215,125,2,3,180,75
"12455","ZCTA5 12455",1066,158,32,38,0,12,44,42,0,12,843,161,0,12,147,76
"12416","ZCTA5 12416",137,87,0,12,0,12,0,12,0,12,137,87,0,12,0,12
"12062","ZCTA5 12062",147,82,0,12,0,12,43,50,0,12,57,46,0,12,47,40
"12094","ZCTA5 12094",120,91,0,12,0,12,43,68,0,12,0,12,0,12,77,86
"12130","ZCTA5 12130",184,101,0,12,0,12,0,12,0,12,0,12,0,12,184,101
"12209","ZCTA5 12209",679,243,44,50,32,50,30,46,0,17,0,17,0,17,573,245
"12007","ZCTA5 12007",38,55,0,12,0,12,38,55,0,12,0,12,0,12,0,12
"12024","ZCTA5 12024",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12040","ZCTA5 12040",13,20,0,12,0,12,0,12,0,12,13,20,0,12,0,12
"12069","ZCTA5 12069",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12085","ZCTA5 12085",39,56,39,56,0,12,0,12,0,12,0,12,0,12,0,12
"12089","ZCTA5 12089",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12124","ZCTA5 12124",164,88,0,12,0,12,26,43,0,12,111,82,0,12,27,43
"12132","ZCTA5 12132",23,36,0,12,0,12,0,12,0,12,23,36,0,12,0,12
"12161","ZCTA5 12161",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12172","ZCTA5 12172",30,25,0,12,15,24,0,12,0,12,0,12,0,12,15,24
"12174","ZCTA5 12174",31,34,0,12,0,12,0,12,0,12,31,34,0,12,0,12
"12177","ZCTA5 12177",68,48,0,12,0,12,0,12,55,44,0,12,0,12,13,21
"12195","ZCTA5 12195",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12222","ZCTA5 12222",47,73,0,17,47,73,0,17,0,17,0,17,0,17,0,17
"12417","ZCTA5 12417",46,37,0,12,0,12,0,12,0,12,0,12,0,12,46,37
"12432","ZCTA5 12432",39,46,0,12,0,12,29,45,0,12,0,12,0,12,10,15
"12436","ZCTA5 12436",409,112,0,12,0,12,0,12,0,12,360,116,0,12,49,52
"12438","ZCTA5 12438",110,64,0,12,0,12,0,12,0,12,110,64,0,12,0,12
"12441","ZCTA5 12441",86,58,15,24,0,12,0,12,0,12,71,57,0,12,0,12
"12452","ZCTA5 12452",117,56,0,12,0,12,0,12,0,12,98,55,0,12,19,22
"12453","ZCTA5 12453",79,66,0,12,0,12,44,69,0,12,35,52,0,12,0,12
"12465","ZCTA5 12465",268,73,33,31,0,12,0,12,0,12,174,66,0,12,61,42
"12475","ZCTA5 12475",91,59,0,12,0,12,0,12,0,12,28,44,0,12,63,59
"12483","ZCTA5 12483",249,69,0,12,0,12,0,12,0,12,135,41,0,12,114,62
"12490","ZCTA5 12490",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12504","ZCTA5 12504",15,24,0,12,0,12,0,12,0,12,15,24,0,12,0,12
"12512","ZCTA5 12512",28,45,0,12,0,12,0,12,0,12,28,45,0,12,0,12
"12527","ZCTA5 12527",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12530","ZCTA5 12530",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12574","ZCTA5 12574",63,46,16,25,0,12,0,12,0,12,16,24,0,12,31,35
"12604","ZCTA5 12604",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"12722","ZCTA5 12722",43,50,0,12,0,12,0,12,0,12,25,41,0,12,18,29
"12745","ZCTA5 12745",26,31,0,12,0,12,0,12,0,12,13,21,0,12,13,22
"12750","ZCTA5 12750",36,30,0,12,0,12,0,12,0,12,36,30,0,12,0,12
"12767","ZCTA5 12767",29,22,0,12,0,12,0,12,0,12,12,10,0,12,17,19
"13844","ZCTA5 13844",63,28,0,12,0,12,0,12,11,14,40,24,0,12,12,13
"13827","ZCTA5 13827",576,209,201,143,23,36,0,19,0,19,50,78,0,19,302,168
"13841","ZCTA5 13841",94,38,0,12,0,12,4,7,9,10,69,34,0,12,12,15
"13842","ZCTA5 13842",138,42,0,12,0,12,0,12,0,12,129,40,0,12,9,11
"13863","ZCTA5 13863",134,45,0,12,0,12,0,12,7,10,96,36,0,12,31,25
"13040","ZCTA5 13040",355,73,4,5,6,10,9,15,47,26,193,60,0,12,96,35
"13054","ZCTA5 13054",133,97,51,82,0,12,0,12,0,12,41,66,0,12,41,61
"13060","ZCTA5 13060",78,81,0,12,0,12,0,12,0,12,38,59,0,12,40,59
"13071","ZCTA5 13071",32,25,0,12,10,15,0,12,9,15,0,12,0,12,13,15
"13073","ZCTA5 13073",264,120,20,26,16,25,16,25,0,17,67,60,0,17,145,104
"13074","ZCTA5 13074",172,99,0,12,0,12,70,70,0,12,45,55,0,12,57,47
"13081","ZCTA5 13081",254,68,10,15,0,12,8,13,0,12,205,61,0,12,31,22
"13219","ZCTA5 13219",431,148,127,101,0,19,103,83,0,19,11,16,0,19,190,106
"13084","ZCTA5 13084",23,26,0,12,0,12,15,23,0,12,8,12,0,12,0,12
"13136","ZCTA5 13136",69,25,0,12,0,12,0,12,17,16,36,16,0,12,16,16
"13214","ZCTA5 13214",400,165,108,85,39,54,38,53,48,77,0,17,0,17,167,94
"13339","ZCTA5 13339",529,131,104,79,0,17,36,32,35,35,29,30,8,12,317,94
"13363","ZCTA5 13363",58,55,0,12,0,12,32,49,0,12,0,12,0,12,26,29
"13638","ZCTA5 13638",16,26,16,26,0,12,0,12,0,12,0,12,0,12,0,12
"13667","ZCTA5 13667",155,105,0,12,0,12,0,12,0,12,0,12,0,12,155,105
"13788","ZCTA5 13788",317,61,0,12,4,7,9,9,0,12,273,58,0,12,31,24
"13685","ZCTA5 13685",575,158,58,37,16,17,9,13,16,20,427,167,0,12,49,40
"13815","ZCTA5 13815",864,164,113,63,26,42,63,59,62,66,293,83,0,19,307,114
"13020","ZCTA5 13020",8,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12
"13024","ZCTA5 13024",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13051","ZCTA5 13051",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13064","ZCTA5 13064",60,26,0,12,0,12,0,12,0,12,60,26,0,12,0,12
"13087","ZCTA5 13087",24,27,0,12,0,12,0,12,0,12,24,27,0,12,0,12
"13102","ZCTA5 13102",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13103","ZCTA5 13103",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13113","ZCTA5 13113",9,10,0,12,0,12,4,7,0,12,5,7,0,12,0,12
"13115","ZCTA5 13115",14,18,0,12,0,12,0,12,0,12,0,12,0,12,14,18
"13117","ZCTA5 13117",20,22,0,12,0,12,0,12,0,12,0,12,0,12,20,22
"13123","ZCTA5 13123",48,52,24,37,0,12,0,12,0,12,24,40,0,12,0,12
"13134","ZCTA5 13134",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13138","ZCTA5 13138",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
"13153","ZCTA5 13153",26,40,0,12,0,12,0,12,0,12,0,12,0,12,26,40
"13157","ZCTA5 13157",445,104,12,20,0,12,0,12,0,12,414,104,0,12,19,22
"13162","ZCTA5 13162",99,85,0,12,0,12,0,12,0,12,83,82,0,12,16,26
"13163","ZCTA5 13163",23,22,0,12,0,12,0,12,0,12,0,12,0,12,23,22
"13305","ZCTA5 13305",31,33,0,12,0,12,0,12,0,12,0,12,0,12,31,33
"13321","ZCTA5 13321",51,55,26,41,0,12,0,12,0,12,0,12,0,12,25,40
"13345","ZCTA5 13345",44,30,3,4,0,12,9,14,0,12,21,23,0,12,11,14
"13352","ZCTA5 13352",33,52,0,12,0,12,0,12,0,12,33,52,0,12,0,12
"13362","ZCTA5 13362",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
